pert_id	MESH_ID	label
BRD-A02180903	MESH:D058447	1
BRD-A02579693	MESH:D003248	1
BRD-A02579693	MESH:D004244	1
BRD-A02579693	MESH:D004408	1
BRD-A02579693	MESH:D010689	1
BRD-A02579693	MESH:D015746	1
BRD-A02759312	MESH:D000086722	1
BRD-A02759312	MESH:D000505	1
BRD-A02759312	MESH:D001008	1
BRD-A02759312	MESH:D001145	1
BRD-A02759312	MESH:D001247	1
BRD-A02759312	MESH:D001248	1
BRD-A02759312	MESH:D001249	1
BRD-A02759312	MESH:D001523	1
BRD-A02759312	MESH:D001762	1
BRD-A02759312	MESH:D001764	1
BRD-A02759312	MESH:D001794	1
BRD-A02759312	MESH:D001919	1
BRD-A02759312	MESH:D001941	1
BRD-A02759312	MESH:D001986	1
BRD-A02759312	MESH:D001991	1
BRD-A02759312	MESH:D002386	1
BRD-A02759312	MESH:D002637	1
BRD-A02759312	MESH:D003221	1
BRD-A02759312	MESH:D003229	1
BRD-A02759312	MESH:D003231	1
BRD-A02759312	MESH:D003371	1
BRD-A02759312	MESH:D003866	1
BRD-A02759312	MESH:D003872	1
BRD-A02759312	MESH:D004244	1
BRD-A02759312	MESH:D004408	1
BRD-A02759312	MESH:D004415	1
BRD-A02759312	MESH:D004487	1
BRD-A02759312	MESH:D005076	1
BRD-A02759312	MESH:D005128	1
BRD-A02759312	MESH:D005221	1
BRD-A02759312	MESH:D005767	1
BRD-A02759312	MESH:D006212	1
BRD-A02759312	MESH:D006261	1
BRD-A02759312	MESH:D006331	1
BRD-A02759312	MESH:D006333	1
BRD-A02759312	MESH:D006339	1
BRD-A02759312	MESH:D006967	1
BRD-A02759312	MESH:D007003	1
BRD-A02759312	MESH:D007022	1
BRD-A02759312	MESH:D007154	1
BRD-A02759312	MESH:D007172	1
BRD-A02759312	MESH:D007239	1
BRD-A02759312	MESH:D007251	1
BRD-A02759312	MESH:D007319	1
BRD-A02759312	MESH:D007383	1
BRD-A02759312	MESH:D007634	1
BRD-A02759312	MESH:D007766	1
BRD-A02759312	MESH:D009325	1
BRD-A02759312	MESH:D009422	1
BRD-A02759312	MESH:D009877	1
BRD-A02759312	MESH:D010292	1
BRD-A02759312	MESH:D011618	1
BRD-A02759312	MESH:D012030	1
BRD-A02759312	MESH:D012141	1
BRD-A02759312	MESH:D012220	1
BRD-A02759312	MESH:D012852	1
BRD-A02759312	MESH:D013315	1
BRD-A02759312	MESH:D013575	1
BRD-A02759312	MESH:D013610	1
BRD-A02759312	MESH:D014652	1
BRD-A02759312	MESH:D014786	1
BRD-A02759312	MESH:D014839	1
BRD-A02759312	MESH:D015352	1
BRD-A02759312	MESH:D018771	1
BRD-A02759312	MESH:D020795	1
BRD-A02759312	MESH:D053609	1
BRD-A02759312	MESH:D054537	1
BRD-A02759312	MESH:D058447	1
BRD-A02759312	MESH:D063806	1
BRD-A03323675	MESH:C536575	1
BRD-A03323675	MESH:D000077260	1
BRD-A03323675	MESH:D000084462	1
BRD-A03323675	MESH:D000308	1
BRD-A03323675	MESH:D000740	1
BRD-A03323675	MESH:D001008	1
BRD-A03323675	MESH:D001247	1
BRD-A03323675	MESH:D001794	1
BRD-A03323675	MESH:D001835	1
BRD-A03323675	MESH:D001941	1
BRD-A03323675	MESH:D003221	1
BRD-A03323675	MESH:D003248	1
BRD-A03323675	MESH:D003329	1
BRD-A03323675	MESH:D003681	1
BRD-A03323675	MESH:D003866	1
BRD-A03323675	MESH:D003920	1
BRD-A03323675	MESH:D004244	1
BRD-A03323675	MESH:D004408	1
BRD-A03323675	MESH:D004415	1
BRD-A03323675	MESH:D005076	1
BRD-A03323675	MESH:D005215	1
BRD-A03323675	MESH:D005242	1
BRD-A03323675	MESH:D005334	1
BRD-A03323675	MESH:D005414	1
BRD-A03323675	MESH:D006261	1
BRD-A03323675	MESH:D006331	1
BRD-A03323675	MESH:D006467	1
BRD-A03323675	MESH:D006470	1
BRD-A03323675	MESH:D006943	1
BRD-A03323675	MESH:D007022	1
BRD-A03323675	MESH:D007024	1
BRD-A03323675	MESH:D007319	1
BRD-A03323675	MESH:D007511	1
BRD-A03323675	MESH:D008595	1
BRD-A03323675	MESH:D009203	1
BRD-A03323675	MESH:D009325	1
BRD-A03323675	MESH:D009422	1
BRD-A03323675	MESH:D009503	1
BRD-A03323675	MESH:D010146	1
BRD-A03323675	MESH:D010292	1
BRD-A03323675	MESH:D010612	1
BRD-A03323675	MESH:D012640	1
BRD-A03323675	MESH:D013262	1
BRD-A03323675	MESH:D013575	1
BRD-A03323675	MESH:D013921	1
BRD-A03323675	MESH:D014839	1
BRD-A03323675	MESH:D015746	1
BRD-A03323675	MESH:D018771	1
BRD-A03323675	MESH:D044342	1
BRD-A03323675	MESH:D051437	1
BRD-A03323675	MESH:D053158	1
BRD-A03323675	MESH:D063806	1
BRD-A03427350	MESH:C537423	1
BRD-A03427350	MESH:D001145	1
BRD-A03427350	MESH:D001794	1
BRD-A03427350	MESH:D006177	1
BRD-A03427350	MESH:D006943	1
BRD-A03427350	MESH:D007022	1
BRD-A03427350	MESH:D009443	1
BRD-A03427350	MESH:D014839	1
BRD-A03427350	MESH:D015746	1
BRD-A03427350	MESH:D019115	1
BRD-A03427350	MESH:D053608	1
BRD-A03623303	MESH:C563384	1
BRD-A03623303	MESH:D000077260	1
BRD-A03623303	MESH:D000380	1
BRD-A03623303	MESH:D000505	1
BRD-A03623303	MESH:D000647	1
BRD-A03623303	MESH:D000787	1
BRD-A03623303	MESH:D001008	1
BRD-A03623303	MESH:D001145	1
BRD-A03623303	MESH:D001168	1
BRD-A03623303	MESH:D001794	1
BRD-A03623303	MESH:D001835	1
BRD-A03623303	MESH:D001919	1
BRD-A03623303	MESH:D001986	1
BRD-A03623303	MESH:D002389	1
BRD-A03623303	MESH:D002637	1
BRD-A03623303	MESH:D003221	1
BRD-A03623303	MESH:D003231	1
BRD-A03623303	MESH:D003244	1
BRD-A03623303	MESH:D003248	1
BRD-A03623303	MESH:D003638	1
BRD-A03623303	MESH:D003866	1
BRD-A03623303	MESH:D003920	1
BRD-A03623303	MESH:D004244	1
BRD-A03623303	MESH:D004408	1
BRD-A03623303	MESH:D004487	1
BRD-A03623303	MESH:D005076	1
BRD-A03623303	MESH:D005221	1
BRD-A03623303	MESH:D005414	1
BRD-A03623303	MESH:D005734	1
BRD-A03623303	MESH:D006212	1
BRD-A03623303	MESH:D006261	1
BRD-A03623303	MESH:D006333	1
BRD-A03623303	MESH:D006339	1
BRD-A03623303	MESH:D006505	1
BRD-A03623303	MESH:D006945	1
BRD-A03623303	MESH:D006973	1
BRD-A03623303	MESH:D007022	1
BRD-A03623303	MESH:D007024	1
BRD-A03623303	MESH:D007172	1
BRD-A03623303	MESH:D007319	1
BRD-A03623303	MESH:D007383	1
BRD-A03623303	MESH:D007826	1
BRD-A03623303	MESH:D008173	1
BRD-A03623303	MESH:D008569	1
BRD-A03623303	MESH:D009325	1
BRD-A03623303	MESH:D010292	1
BRD-A03623303	MESH:D010411	1
BRD-A03623303	MESH:D010554	1
BRD-A03623303	MESH:D011537	1
BRD-A03623303	MESH:D011565	1
BRD-A03623303	MESH:D011696	1
BRD-A03623303	MESH:D012128	1
BRD-A03623303	MESH:D012135	1
BRD-A03623303	MESH:D012185	1
BRD-A03623303	MESH:D012220	1
BRD-A03623303	MESH:D012735	1
BRD-A03623303	MESH:D012770	1
BRD-A03623303	MESH:D013035	1
BRD-A03623303	MESH:D013315	1
BRD-A03623303	MESH:D013575	1
BRD-A03623303	MESH:D013921	1
BRD-A03623303	MESH:D014012	1
BRD-A03623303	MESH:D014581	1
BRD-A03623303	MESH:D014717	1
BRD-A03623303	MESH:D014839	1
BRD-A03623303	MESH:D014987	1
BRD-A03623303	MESH:D015352	1
BRD-A03623303	MESH:D015746	1
BRD-A03623303	MESH:D017484	1
BRD-A03623303	MESH:D018771	1
BRD-A03623303	MESH:D034381	1
BRD-A03623303	MESH:D054537	1
BRD-A03623303	MESH:D059352	1
BRD-A04352665	MESH:C536988	1
BRD-A04352665	MESH:D000084462	1
BRD-A04352665	MESH:D001068	1
BRD-A04352665	MESH:D001986	1
BRD-A04352665	MESH:D001991	1
BRD-A04352665	MESH:D003218	1
BRD-A04352665	MESH:D003231	1
BRD-A04352665	MESH:D003248	1
BRD-A04352665	MESH:D003371	1
BRD-A04352665	MESH:D003872	1
BRD-A04352665	MESH:D003875	1
BRD-A04352665	MESH:D004244	1
BRD-A04352665	MESH:D004485	1
BRD-A04352665	MESH:D004802	1
BRD-A04352665	MESH:D004890	1
BRD-A04352665	MESH:D005076	1
BRD-A04352665	MESH:D005334	1
BRD-A04352665	MESH:D005499	1
BRD-A04352665	MESH:D006566	1
BRD-A04352665	MESH:D007249	1
BRD-A04352665	MESH:D007251	1
BRD-A04352665	MESH:D010033	1
BRD-A04352665	MESH:D010146	1
BRD-A04352665	MESH:D010292	1
BRD-A04352665	MESH:D011014	1
BRD-A04352665	MESH:D011537	1
BRD-A04352665	MESH:D012141	1
BRD-A04352665	MESH:D012852	1
BRD-A04352665	MESH:D013262	1
BRD-A04352665	MESH:D013280	1
BRD-A04352665	MESH:D014456	1
BRD-A04352665	MESH:D015746	1
BRD-A04352665	MESH:D015817	1
BRD-A04352665	MESH:D063806	1
BRD-A05186015	MESH:C537423	1
BRD-A05186015	MESH:C537692	1
BRD-A05186015	MESH:D000071057	1
BRD-A05186015	MESH:D000072281	1
BRD-A05186015	MESH:D000077260	1
BRD-A05186015	MESH:D000080983	1
BRD-A05186015	MESH:D000084462	1
BRD-A05186015	MESH:D000087122	1
BRD-A05186015	MESH:D000374	1
BRD-A05186015	MESH:D000505	1
BRD-A05186015	MESH:D000550	1
BRD-A05186015	MESH:D000647	1
BRD-A05186015	MESH:D000740	1
BRD-A05186015	MESH:D000799	1
BRD-A05186015	MESH:D001008	1
BRD-A05186015	MESH:D001037	1
BRD-A05186015	MESH:D001145	1
BRD-A05186015	MESH:D001168	1
BRD-A05186015	MESH:D001247	1
BRD-A05186015	MESH:D001259	1
BRD-A05186015	MESH:D001416	1
BRD-A05186015	MESH:D001480	1
BRD-A05186015	MESH:D001794	1
BRD-A05186015	MESH:D001835	1
BRD-A05186015	MESH:D001941	1
BRD-A05186015	MESH:D001986	1
BRD-A05186015	MESH:D001991	1
BRD-A05186015	MESH:D002012	1
BRD-A05186015	MESH:D002318	1
BRD-A05186015	MESH:D002637	1
BRD-A05186015	MESH:D003092	1
BRD-A05186015	MESH:D003221	1
BRD-A05186015	MESH:D003248	1
BRD-A05186015	MESH:D003371	1
BRD-A05186015	MESH:D003556	1
BRD-A05186015	MESH:D003638	1
BRD-A05186015	MESH:D003680	1
BRD-A05186015	MESH:D003693	1
BRD-A05186015	MESH:D003873	1
BRD-A05186015	MESH:D004172	1
BRD-A05186015	MESH:D004244	1
BRD-A05186015	MESH:D004401	1
BRD-A05186015	MESH:D004408	1
BRD-A05186015	MESH:D004409	1
BRD-A05186015	MESH:D004412	1
BRD-A05186015	MESH:D004414	1
BRD-A05186015	MESH:D004415	1
BRD-A05186015	MESH:D004438	1
BRD-A05186015	MESH:D004487	1
BRD-A05186015	MESH:D004775	1
BRD-A05186015	MESH:D004844	1
BRD-A05186015	MESH:D004892	1
BRD-A05186015	MESH:D004941	1
BRD-A05186015	MESH:D005076	1
BRD-A05186015	MESH:D005117	1
BRD-A05186015	MESH:D005221	1
BRD-A05186015	MESH:D005334	1
BRD-A05186015	MESH:D005414	1
BRD-A05186015	MESH:D005483	1
BRD-A05186015	MESH:D005764	1
BRD-A05186015	MESH:D005767	1
BRD-A05186015	MESH:D005884	1
BRD-A05186015	MESH:D005891	1
BRD-A05186015	MESH:D005928	1
BRD-A05186015	MESH:D006029	1
BRD-A05186015	MESH:D006177	1
BRD-A05186015	MESH:D006212	1
BRD-A05186015	MESH:D006261	1
BRD-A05186015	MESH:D006339	1
BRD-A05186015	MESH:D006471	1
BRD-A05186015	MESH:D006505	1
BRD-A05186015	MESH:D006552	1
BRD-A05186015	MESH:D006628	1
BRD-A05186015	MESH:D006791	1
BRD-A05186015	MESH:D006943	1
BRD-A05186015	MESH:D006948	1
BRD-A05186015	MESH:D006967	1
BRD-A05186015	MESH:D006973	1
BRD-A05186015	MESH:D007003	1
BRD-A05186015	MESH:D007022	1
BRD-A05186015	MESH:D007024	1
BRD-A05186015	MESH:D007172	1
BRD-A05186015	MESH:D007177	1
BRD-A05186015	MESH:D007239	1
BRD-A05186015	MESH:D007251	1
BRD-A05186015	MESH:D007319	1
BRD-A05186015	MESH:D007416	1
BRD-A05186015	MESH:D007429	1
BRD-A05186015	MESH:D007508	1
BRD-A05186015	MESH:D007565	1
BRD-A05186015	MESH:D007964	1
BRD-A05186015	MESH:D007970	1
BRD-A05186015	MESH:D008569	1
BRD-A05186015	MESH:D008594	1
BRD-A05186015	MESH:D009122	1
BRD-A05186015	MESH:D009127	1
BRD-A05186015	MESH:D009203	1
BRD-A05186015	MESH:D009207	1
BRD-A05186015	MESH:D009304	1
BRD-A05186015	MESH:D009325	1
BRD-A05186015	MESH:D009422	1
BRD-A05186015	MESH:D009437	1
BRD-A05186015	MESH:D010049	1
BRD-A05186015	MESH:D010146	1
BRD-A05186015	MESH:D010167	1
BRD-A05186015	MESH:D010195	1
BRD-A05186015	MESH:D010198	1
BRD-A05186015	MESH:D010259	1
BRD-A05186015	MESH:D010292	1
BRD-A05186015	MESH:D010612	1
BRD-A05186015	MESH:D010689	1
BRD-A05186015	MESH:D011014	1
BRD-A05186015	MESH:D011141	1
BRD-A05186015	MESH:D011469	1
BRD-A05186015	MESH:D011537	1
BRD-A05186015	MESH:D011595	1
BRD-A05186015	MESH:D011618	1
BRD-A05186015	MESH:D011655	1
BRD-A05186015	MESH:D012141	1
BRD-A05186015	MESH:D012206	1
BRD-A05186015	MESH:D012220	1
BRD-A05186015	MESH:D012488	1
BRD-A05186015	MESH:D012585	1
BRD-A05186015	MESH:D012640	1
BRD-A05186015	MESH:D012678	1
BRD-A05186015	MESH:D012713	1
BRD-A05186015	MESH:D012735	1
BRD-A05186015	MESH:D012852	1
BRD-A05186015	MESH:D012871	1
BRD-A05186015	MESH:D013035	1
BRD-A05186015	MESH:D013262	1
BRD-A05186015	MESH:D013276	1
BRD-A05186015	MESH:D013280	1
BRD-A05186015	MESH:D013315	1
BRD-A05186015	MESH:D013405	1
BRD-A05186015	MESH:D013406	1
BRD-A05186015	MESH:D013575	1
BRD-A05186015	MESH:D013610	1
BRD-A05186015	MESH:D013894	1
BRD-A05186015	MESH:D013921	1
BRD-A05186015	MESH:D014012	1
BRD-A05186015	MESH:D014098	1
BRD-A05186015	MESH:D014202	1
BRD-A05186015	MESH:D014549	1
BRD-A05186015	MESH:D014552	1
BRD-A05186015	MESH:D014570	1
BRD-A05186015	MESH:D014581	1
BRD-A05186015	MESH:D014627	1
BRD-A05186015	MESH:D014652	1
BRD-A05186015	MESH:D014717	1
BRD-A05186015	MESH:D014839	1
BRD-A05186015	MESH:D014987	1
BRD-A05186015	MESH:D015352	1
BRD-A05186015	MESH:D015746	1
BRD-A05186015	MESH:D015812	1
BRD-A05186015	MESH:D015878	1
BRD-A05186015	MESH:D016055	1
BRD-A05186015	MESH:D018476	1
BRD-A05186015	MESH:D018771	1
BRD-A05186015	MESH:D018908	1
BRD-A05186015	MESH:D019226	1
BRD-A05186015	MESH:D019547	1
BRD-A05186015	MESH:D019584	1
BRD-A05186015	MESH:D020521	1
BRD-A05186015	MESH:D020820	1
BRD-A05186015	MESH:D023341	1
BRD-A05186015	MESH:D034161	1
BRD-A05186015	MESH:D044342	1
BRD-A05186015	MESH:D053158	1
BRD-A05186015	MESH:D053159	1
BRD-A05186015	MESH:D059020	1
BRD-A05186015	MESH:D063726	1
BRD-A05186015	MESH:D063806	1
BRD-A05186015	MESH:OMIM:157300	1
BRD-A05352148	MESH:D000707	1
BRD-A05352148	MESH:D000799	1
BRD-A05352148	MESH:D001168	1
BRD-A05352148	MESH:D001249	1
BRD-A05352148	MESH:D001281	1
BRD-A05352148	MESH:D001416	1
BRD-A05352148	MESH:D001986	1
BRD-A05352148	MESH:D001991	1
BRD-A05352148	MESH:D002637	1
BRD-A05352148	MESH:D003248	1
BRD-A05352148	MESH:D003371	1
BRD-A05352148	MESH:D004244	1
BRD-A05352148	MESH:D004408	1
BRD-A05352148	MESH:D004415	1
BRD-A05352148	MESH:D004487	1
BRD-A05352148	MESH:D004844	1
BRD-A05352148	MESH:D005076	1
BRD-A05352148	MESH:D005414	1
BRD-A05352148	MESH:D005483	1
BRD-A05352148	MESH:D005901	1
BRD-A05352148	MESH:D006261	1
BRD-A05352148	MESH:D006339	1
BRD-A05352148	MESH:D006967	1
BRD-A05352148	MESH:D006973	1
BRD-A05352148	MESH:D007239	1
BRD-A05352148	MESH:D007319	1
BRD-A05352148	MESH:D007415	1
BRD-A05352148	MESH:D007429	1
BRD-A05352148	MESH:D007826	1
BRD-A05352148	MESH:D009325	1
BRD-A05352148	MESH:D010146	1
BRD-A05352148	MESH:D010612	1
BRD-A05352148	MESH:D011537	1
BRD-A05352148	MESH:D012135	1
BRD-A05352148	MESH:D012141	1
BRD-A05352148	MESH:D012220	1
BRD-A05352148	MESH:D012852	1
BRD-A05352148	MESH:D013280	1
BRD-A05352148	MESH:D013315	1
BRD-A05352148	MESH:D013610	1
BRD-A05352148	MESH:D013617	1
BRD-A05352148	MESH:D014202	1
BRD-A05352148	MESH:D014552	1
BRD-A05352148	MESH:D014581	1
BRD-A05352148	MESH:D014839	1
BRD-A05352148	MESH:D014987	1
BRD-A05352148	MESH:D015715	1
BRD-A05352148	MESH:D015812	1
BRD-A05352148	MESH:D015878	1
BRD-A05352148	MESH:D016055	1
BRD-A05352148	MESH:D029424	1
BRD-A05352148	MESH:D053159	1
BRD-A05352148	MESH:D055154	1
BRD-A05352148	MESH:D058447	1
BRD-A07395371	MESH:D000077260	1
BRD-A07395371	MESH:D000084462	1
BRD-A07395371	MESH:D000799	1
BRD-A07395371	MESH:D004244	1
BRD-A07395371	MESH:D005221	1
BRD-A07395371	MESH:D005334	1
BRD-A07395371	MESH:D005483	1
BRD-A07395371	MESH:D006261	1
BRD-A07395371	MESH:D006323	1
BRD-A07395371	MESH:D006331	1
BRD-A07395371	MESH:D007249	1
BRD-A07395371	MESH:D009325	1
BRD-A07395371	MESH:D011565	1
BRD-A07395371	MESH:D012640	1
BRD-A07395371	MESH:D014581	1
BRD-A07395371	MESH:D014839	1
BRD-A07395371	MESH:D016055	1
BRD-A07440155	MESH:D000787	1
BRD-A07440155	MESH:D001247	1
BRD-A07440155	MESH:D001919	1
BRD-A07440155	MESH:D003248	1
BRD-A07440155	MESH:D003875	1
BRD-A07440155	MESH:D004244	1
BRD-A07440155	MESH:D004415	1
BRD-A07440155	MESH:D004487	1
BRD-A07440155	MESH:D004844	1
BRD-A07440155	MESH:D005076	1
BRD-A07440155	MESH:D005221	1
BRD-A07440155	MESH:D006261	1
BRD-A07440155	MESH:D006339	1
BRD-A07440155	MESH:D007024	1
BRD-A07440155	MESH:D007172	1
BRD-A07440155	MESH:D009325	1
BRD-A07440155	MESH:D010146	1
BRD-A07440155	MESH:D010292	1
BRD-A07440155	MESH:D011537	1
BRD-A07440155	MESH:D014717	1
BRD-A07440155	MESH:D014839	1
BRD-A07440155	MESH:D015746	1
BRD-A07440155	MESH:D053159	1
BRD-A07780951	MESH:D000084462	1
BRD-A07780951	MESH:D001247	1
BRD-A07780951	MESH:D002637	1
BRD-A07780951	MESH:D003371	1
BRD-A07780951	MESH:D004244	1
BRD-A07780951	MESH:D004487	1
BRD-A07780951	MESH:D005221	1
BRD-A07780951	MESH:D005334	1
BRD-A07780951	MESH:D006261	1
BRD-A07780951	MESH:D006339	1
BRD-A07780951	MESH:D006973	1
BRD-A07780951	MESH:D007319	1
BRD-A07780951	MESH:D009325	1
BRD-A07780951	MESH:D010146	1
BRD-A07780951	MESH:D011537	1
BRD-A07780951	MESH:D013035	1
BRD-A07780951	MESH:D013315	1
BRD-A07780951	MESH:D013575	1
BRD-A07780951	MESH:D013610	1
BRD-A07780951	MESH:D014202	1
BRD-A07780951	MESH:D014581	1
BRD-A07780951	MESH:D014839	1
BRD-A07780951	MESH:D014987	1
BRD-A07780951	MESH:D023341	1
BRD-A07893380	MESH:C536575	1
BRD-A07893380	MESH:C537554	1
BRD-A07893380	MESH:C563261	1
BRD-A07893380	MESH:C563731	1
BRD-A07893380	MESH:D000013	1
BRD-A07893380	MESH:D000066553	1
BRD-A07893380	MESH:D000070558	1
BRD-A07893380	MESH:D000077260	1
BRD-A07893380	MESH:D000084462	1
BRD-A07893380	MESH:D000087122	1
BRD-A07893380	MESH:D000152	1
BRD-A07893380	MESH:D000208	1
BRD-A07893380	MESH:D000374	1
BRD-A07893380	MESH:D000740	1
BRD-A07893380	MESH:D000799	1
BRD-A07893380	MESH:D001008	1
BRD-A07893380	MESH:D001247	1
BRD-A07893380	MESH:D001248	1
BRD-A07893380	MESH:D001259	1
BRD-A07893380	MESH:D001416	1
BRD-A07893380	MESH:D001523	1
BRD-A07893380	MESH:D001835	1
BRD-A07893380	MESH:D001927	1
BRD-A07893380	MESH:D001991	1
BRD-A07893380	MESH:D002177	1
BRD-A07893380	MESH:D002637	1
BRD-A07893380	MESH:D002779	1
BRD-A07893380	MESH:D003221	1
BRD-A07893380	MESH:D003231	1
BRD-A07893380	MESH:D003248	1
BRD-A07893380	MESH:D003288	1
BRD-A07893380	MESH:D003371	1
BRD-A07893380	MESH:D003638	1
BRD-A07893380	MESH:D003693	1
BRD-A07893380	MESH:D003866	1
BRD-A07893380	MESH:D004066	1
BRD-A07893380	MESH:D004172	1
BRD-A07893380	MESH:D004244	1
BRD-A07893380	MESH:D004401	1
BRD-A07893380	MESH:D004409	1
BRD-A07893380	MESH:D004412	1
BRD-A07893380	MESH:D004415	1
BRD-A07893380	MESH:D004427	1
BRD-A07893380	MESH:D004487	1
BRD-A07893380	MESH:D004831	1
BRD-A07893380	MESH:D004941	1
BRD-A07893380	MESH:D005076	1
BRD-A07893380	MESH:D005221	1
BRD-A07893380	MESH:D005334	1
BRD-A07893380	MESH:D005767	1
BRD-A07893380	MESH:D006212	1
BRD-A07893380	MESH:D006222	1
BRD-A07893380	MESH:D006261	1
BRD-A07893380	MESH:D006471	1
BRD-A07893380	MESH:D006967	1
BRD-A07893380	MESH:D007172	1
BRD-A07893380	MESH:D007251	1
BRD-A07893380	MESH:D007319	1
BRD-A07893380	MESH:D007508	1
BRD-A07893380	MESH:D007819	1
BRD-A07893380	MESH:D008569	1
BRD-A07893380	MESH:D009102	1
BRD-A07893380	MESH:D009122	1
BRD-A07893380	MESH:D009123	1
BRD-A07893380	MESH:D009128	1
BRD-A07893380	MESH:D009207	1
BRD-A07893380	MESH:D009304	1
BRD-A07893380	MESH:D009325	1
BRD-A07893380	MESH:D009422	1
BRD-A07893380	MESH:D009759	1
BRD-A07893380	MESH:D009896	1
BRD-A07893380	MESH:D009902	1
BRD-A07893380	MESH:D010031	1
BRD-A07893380	MESH:D010033	1
BRD-A07893380	MESH:D010167	1
BRD-A07893380	MESH:D010292	1
BRD-A07893380	MESH:D011014	1
BRD-A07893380	MESH:D011537	1
BRD-A07893380	MESH:D011595	1
BRD-A07893380	MESH:D011618	1
BRD-A07893380	MESH:D011628	1
BRD-A07893380	MESH:D011655	1
BRD-A07893380	MESH:D012021	1
BRD-A07893380	MESH:D012131	1
BRD-A07893380	MESH:D012135	1
BRD-A07893380	MESH:D012141	1
BRD-A07893380	MESH:D012164	1
BRD-A07893380	MESH:D012173	1
